4.06015,-0.0762338
4.15731,0.0488147
4.12693,0.0248613
4.06704,-0.0399333
4.07347,-0.0243114
4.14998,0.125517
3.95192,0.0738277
4.13863,0.00152935
3.87901,-0.150255
4.07911,0.0329158
4.26153,-0.114833
4.26401,0.0252541
3.9607,0.018801
4.11939,0.17263
4.11806,-0.0122758
4.28812,0.197796
3.97857,-0.0915799
4.19015,0.0768199
4.32626,0.110304
3.9968,0.097767
3.92125,0.0995499
4.04193,0.0665432
4.11497,0.132493
3.99407,-0.0240457
4.08438,0.0412578
4.24215,-0.131521
4.01037,-0.15623
4.08646,0.115421
4.13782,-0.0104355
4.02125,0.0124952
3.98112,0.198574
3.97397,0.123511
4.0162,-0.0141378
4.11735,-0.286722
4.13214,-0.0797682
4.14216,-0.0885681
4.16827,-0.232879
4.04986,-0.118388
4.0942,-0.221904
3.88688,-0.134447
4.28294,-0.0797543
4.14578,-0.153467
4.09124,0.0533753
4.05728,0.0668949
4.04674,0.0557604
4.27129,0.0751293
4.0244,0.00799251
4.08075,0.111372
4.05942,-0.141278
4.1102,0.00175501
4.24209,-0.0267829
4.08883,0.0607811
4.20938,0.112375
4.03649,-0.288071
4.09594,0.121705
4.07655,0.123821
4.11403,-0.0204003
4.12988,-0.138035
4.04013,-0.00618233
4.07879,0.0558622
4.15875,0.134397
4.04614,0.0372784
4.21986,-0.123598
4.09831,-0.0193352
4.06604,-0.0291694
4.11772,-0.0390054
4.16228,-0.173931
4.07346,0.0540972
4.21862,-0.00523748
4.09213,0.191521
4.19194,0.0503083
4.16863,0.0369555
4.04891,-0.0327771
4.15902,-0.0339972
4.01599,-0.0612057
4.01539,0.0503094
3.97861,-0.189751
3.90542,0.0281627
4.12482,0.111996
4.0097,-0.0663095
3.93173,0.0316864
4.04083,-0.0276
4.02729,-0.0157818
4.13336,-0.174773
4.00051,-0.0441639
4.00195,0.0168012
4.33221,-0.164941
4.05678,0.132279
4.05853,0.0703035
4.17323,-0.0689319
4.16966,-0.0574072
4.20069,0.135744
4.06317,0.0131934
4.07432,0.0766274
3.96511,0.0726866
4.14268,-0.0414592
4.08843,-0.000772655
4.00298,-0.0594761
4.05454,-0.101273
4.00203,0.069425
4.21987,0.0553492
4.11713,0.0174993
4.15326,-0.0865992
3.97593,-0.110045
4.09966,0.00664516
4.04292,0.0207645
4.24743,-0.0459053
4.13714,0.0101653
4.048,-0.0498069
4.01179,-0.246126
4.18915,0.014063
4.13393,0.0138831
4.11415,0.103038
4.13342,-0.173864
4.26724,0.0212381
4.01762,-0.0777294
4.12312,0.0415629
4.00198,-0.0994795
4.08831,0.148462
4.01749,-0.104329
3.92178,-0.138304
4.03034,0.00789103
4.15636,0.0653159
4.07581,0.0207011
4.1185,0.0608905
4.2601,-0.0956101
4.13467,-0.119632
4.00217,-0.00415645
4.20301,-0.0272369
3.98053,0.098187
3.82244,0.0568524
4.1488,-0.117172
4.17157,0.0800106
3.81637,0.0291818
4.06742,0.000457313
4.28861,-0.161875
4.16434,0.026966
3.85929,0.00260586
4.26798,-0.151241
3.92077,0.122349
4.24222,0.0572115
4.07032,0.0295357
4.0658,0.161618
4.08392,-0.0835211
4.11108,-0.26185
4.03122,0.0140589
4.12452,-0.0218254
4.32269,0.0625411
4.13772,0.0653223
4.18689,0.121587
4.18532,0.0550306
3.87561,-0.0860791
3.90338,0.139161
4.26767,0.0230852
4.00132,-0.0209165
4.22206,0.0855698
4.15959,0.189875
4.38432,-0.0796577
4.08861,-0.191298
4.0916,-0.0603575
4.37493,0.0483542
3.99785,0.00373163
4.18186,0.0539022
4.14416,-0.192154
4.0534,-0.190685
4.19419,0.0997785
4.14211,-0.183281
4.18769,-0.243484
4.18743,0.050811
4.13694,-0.00459368
4.16763,0.174794
3.98273,-0.101271
4.1371,0.0241493
4.18529,-0.0329259
3.92979,0.0725859
4.07135,-0.0949827
4.12561,-0.0894391
4.08843,0.0598775
4.13292,-0.140711
4.04684,0.135167
4.06081,-0.0270302
4.13194,-0.0797162
4.2253,-0.0145016
4.06253,-0.132776
3.99355,0.128942
4.15062,-0.0302317
4.25099,0.143923
3.97162,-0.146751
3.94273,-0.0680688
3.95807,0.201563
4.19618,0.0278974
4.16965,-0.117151
4.1434,-0.134041
3.92126,0.100788
4.08901,0.0838674
4.11107,0.224136
4.11523,-0.0340463
4.24727,-0.0579368
4.14529,0.113479
4.21695,0.0683378
4.19893,0.226763
3.92279,0.125724
4.17581,0.0579025
