0.0250247,0.0366578
0.0289253,0.0390043
0.0788901,0.0190988
0.109214,-0.00376065
0.100887,0.0536004
0.0550578,0.0285831
-0.0430559,-0.0869603
0.0744791,-0.0194719
0.09356,-0.0156889
0.0471991,0.0787636
0.00935503,-0.0261105
0.0267836,-0.0726406
0.107174,-0.036565
-0.0165734,-0.0879366
-0.0215969,0.0869325
0.0222464,0.00949575
0.0904545,0.0235761
0.0511243,-0.0605779
0.0923871,0.0963582
0.00292505,-0.0169423
0.098634,0.0151166
0.0757331,-0.0672771
-0.011627,-0.0277793
0.0622285,0.0182297
0.0349697,-0.056653
0.0531029,0.092498
0.0262799,-0.0569983
0.11349,-0.043191
-0.0338505,0.0265581
0.175496,0.0543948
0.00564916,0.00626215
0.0865921,-0.017393
0.0297469,-0.0090293
0.0264726,-0.00423952
0.162515,-0.00457131
0.0379544,0.0164383
0.0395448,0.0152383
0.035199,-0.00943226
0.0193995,-0.00719012
0.102164,0.00358767
0.0699057,0.0493411
0.0886716,-0.0235981
0.0343046,-0.0200929
0.082011,-0.09838
0.0863033,-0.0457669
0.000372915,0.0493287
0.0296985,-0.0190288
-0.0538883,-0.0036726
0.0479576,0.078166
0.0427368,-0.0173862
0.0426997,0.0399201
0.0571507,-0.00919844
0.0850894,0.104226
0.070655,0.0159929
-0.0407472,-0.0746662
0.053786,-0.0649743
-0.0661742,0.0527199
0.00285629,-0.0247215
0.0163945,-0.083288
0.0541792,-0.0556252
0.0718883,0.033986
0.0328918,-0.0279881
0.0329959,0.102179
0.107333,-0.0167326
0.0429613,0.0112445
0.0204754,-0.0954409
-0.0127392,0.0866887
0.145338,0.0388845
0.0915049,-0.0391226
0.122867,0.148393
0.0444517,-0.0431668
0.129251,0.0620529
0.0909404,-0.0610196
-0.0015577,0.0705271
-0.0262559,-0.0457263
6.48273e-05,0.0696382
0.105613,0.0952854
-0.0461589,-0.000493609
0.0868284,-0.0380796
0.0792268,0.0206461
0.0616691,0.0544965
0.0145302,-0.0415902
0.0972262,-0.0184079
-0.000784394,0.046791
0.0382174,-0.0741707
0.0226649,0.0163548
0.0742416,-0.0148439
-0.0160462,0.0505166
0.103261,-0.055645
0.112173,0.0220524
0.0823656,0.0123514
0.105582,0.061905
0.0516541,-0.0187723
0.132071,-0.0400179
0.0508641,-0.0155398
0.0196607,0.0450103
0.0736555,0.0358103
0.0890173,0.00983911
0.0628331,-0.0573292
0.0911912,0.0649318
0.0120819,0.0443094
0.0117369,-0.0254168
0.0695378,0.0361753
0.0224144,0.0427166
0.021111,0.0104963
0.0432066,-0.00441558
0.0515021,0.0588655
0.155161,-0.0314033
0.11897,0.0656917
0.0262244,-0.0297056
0.127277,0.0124881
0.0274176,0.02188
0.00374146,-0.0461331
0.0455553,-0.0121912
0.0724262,0.0399157
-0.0187844,0.0128468
0.107872,-0.106099
-0.0263798,-0.068619
0.122196,-0.0560308
0.0967908,0.0670449
0.105355,-0.156938
0.0444407,-0.0450212
0.00557065,-0.033085
0.0754473,-0.0216498
